1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtExposure,BsmtFinSF1,BsmtFinType1,BsmtUnfSF,GarageArea,GarageFinish,GarageYrBlt,GrLivArea,KitchenQual,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,YearBuilt,YearRemodAdd,SalePrice,1stFlrSF_transformed,BsmtUnfSF_transformed,GarageArea_transformed,GrLivArea_transformed
1533,0,2,2,655,5,878,576,1,1975,1533,0,70761,62,0,54,5,7,1533,1975,1975,280000,1.0419858237399264,0.7929302320083735,0.5101525264829357,0.18226432882593052
854,0,2,1,360,3,360,660,2,1991,1382,1,12358,69,0,0,6,5,720,1941,1950,128500,-0.8207714199187576,-0.23879089785379543,0.8774894662756566,-0.1312501410207431
1391,0,2,4,16,4,1375,530,2,2004,1391,0,4282,59,0,158,5,7,1391,2004,2004,196000,0.732238263164006,1.5036623107035814,0.3049683531742672,-0.11168605715485394
1078,0,2,4,49,4,0,240,1,1950,1078,0,9717,68,0,0,6,5,1078,1950,1996,142125,-0.07959102036074908,-2.0737247781600754,-1.0823728085988626,-0.8738451796109362
1296,0,2,1,1005,6,262,471,3,2001,1296,0,6853,69,136,25,5,8,1267,2001,2002,220000,0.5068810515614398,-0.512427223876178,0.03703741232022357,-0.32445122980092944
1442,0,4,1,608,3,834,301,2,1958,1442,1,9750,75,243,0,6,6,1442,1958,1958,157900,0.8469695941876472,0.7207637589923692,-0.7730164397078698,-0.0030103393684378843
1024,940,4,0,0,1,940,0,0,1979,1964,1,8525,55,0,192,6,5,940,1911,1950,130000,-0.24316896361146384,0.8914819676091899,-2.586456954841601,0.9398927397080182
1502,0,3,1,0,1,1502,644,2,2009,1502,0,9541,79,268,114,5,7,1502,2009,2009,233170,0.9768787987585635,1.6624742101065337,0.8081995176447863,0.12033222229537617
1392,0,3,1,1040,3,352,458,2,1957,1392,1,11900,80,387,0,5,6,1392,1957,1957,166000,0.734527933636647,-0.2595392736352381,-0.02278567205284702,-0.1095195836877562
1768,0,4,1,0,1,1768,0,0,1979,1768,1,10778,72,0,0,5,4,1768,1968,1968,136500,1.4966403437865805,1.9737509817454972,-2.586456954841601,0.6169174121976736
1582,0,4,0,812,3,812,390,1,1964,1582,1,36500,69,621,198,5,5,1624,1964,1964,190000,1.1422671767781885,0.683933651676198,-0.34092874550383373,0.2778074422586381
958,0,2,4,498,4,460,301,2,1960,958,1,12772,69,0,0,8,6,958,1960,1998,151500,-0.45518921805657325,0.0026048844524836374,-0.7730164397078698,-1.2224510226523075
894,0,2,0,777,3,117,600,2,1985,894,1,7200,60,0,0,5,5,894,1972,1972,123000,-0.6751681622469026,-1.04560483963273,0.6160299778698668,-1.4254527603985945
1224,0,2,1,883,6,341,402,3,1999,1224,1,4500,69,425,304,5,6,1224,1999,1999,165000,0.3248308351998082,-0.2884743342844691,-0.28410749311096106,-0.4956563902447852
1742,590,3,0,1280,6,402,846,3,2008,2332,2,12474,96,272,134,5,10,1682,2007,2008,426000,1.4494028696867076,-0.13361253902272632,1.6628850735195941,1.4722217984458519
1269,0,2,1,24,6,1232,430,3,2004,1269,0,3182,43,16,20,5,8,1256,2004,2005,192000,0.43982159586543057,1.3153582973050673,-0.15268448413947164,-0.38758566228148295
1776,0,3,2,80,6,1652,712,3,2006,1776,0,15306,93,100,0,5,8,1732,2006,2007,283463,1.5110357122502664,1.8412500692614844,1.1006503417328313,0.630741686992394
728,728,3,1,0,1,728,390,3,2005,1456,0,8461,65,0,24,5,6,728,2005,2006,163990,-1.328336371182484,0.5382765168886732,-0.34092874550383373,0.02619322607976075
1194,0,3,4,655,5,0,539,3,1954,1194,1,8910,79,0,0,6,6,655,1959,1959,159500,0.24580525860407054,-2.0737247781600754,0.34535611554428536,-0.5697876671725369
1008,0,2,1,643,4,365,240,1,1953,1008,0,8923,66,0,18,7,5,1008,1953,2006,134500,-0.29329016538661506,-0.22594517881862403,-1.0823728085988626,-1.0724961186645912
1555,0,2,0,16,6,1357,430,3,2005,1555,0,3182,43,16,20,5,7,1373,2005,2006,192500,1.087399531441685,1.4805423071476254,-0.15268448413947164,0.22550942069908642
892,892,4,4,0,1,747,180,1,1914,1784,1,13132,96,0,40,5,5,747,1914,1950,138887,-0.6822927657471398,0.5719612515564488,-1.4008240950197401,0.644507829202049
1108,0,3,1,0,1,637,280,1,1930,1108,0,7449,57,0,0,7,7,637,1930,1950,139400,0.007791976292313845,0.370179947085239,-0.8781244043593215,-0.7923796366851411
754,640,3,1,0,4,384,400,3,2007,1394,0,9735,73,0,0,5,5,384,2006,2007,167500,-1.2167858924705879,-0.1779504103573153,-0.2935563847176952,-0.10519100054441798
980,734,3,1,394,4,586,496,1,1988,1714,1,10421,80,42,66,5,7,980,1988,1988,196500,-0.3829405882893003,0.27044194074028866,0.15126086878160763,0.5220433548269793
882,0,3,3,0,0,0,294,2,1959,882,1,8339,69,0,0,7,5,0,1959,1959,106500,-0.7181562143616816,-2.0737247781600754,-0.8079021417494212,-1.4650227239230735
1306,0,3,1,0,1,728,0,0,1979,1306,3,5350,55,0,0,2,3,728,1940,1966,76500,0.5313651136547672,0.5382765168886732,-2.586456954841601,-0.30137990986391
626,591,3,1,0,4,626,288,2,1980,1217,1,10762,75,0,28,6,6,626,1980,1980,120000,-1.8080083340178508,0.349031221193235,-0.8379224930758024,-0.5128004590181839
990,0,3,1,495,6,495,299,1,1996,990,1,8775,65,0,64,5,5,990,1994,1994,126000,-0.3506329375012464,0.08048973659504281,-0.78296883403415,-1.1256619178482847
1132,1320,4,0,0,1,1117,691,2,2004,2452,0,13418,108,132,32,5,8,1117,2004,2005,309000,0.07601729279537571,1.1554565087645696,1.010891567681854,1.628865605566405
848,0,1,0,685,6,163,420,2,2003,848,0,4435,69,170,0,5,6,848,2003,2003,140000,-0.8431961477197604,-0.8509134043424594,-0.19944015529264011,-1.579934221131891
697,672,3,1,551,4,121,300,2,1930,1369,1,6629,54,0,0,6,6,672,1925,1950,103600,-1.4666450097505455,-1.0272492154695194,-0.7779911537105838,-0.1597208007980353
1218,0,2,1,27,6,1191,676,3,2009,1218,0,7862,75,0,102,5,6,1218,2009,2009,208300,0.3091812915512926,1.259282738712519,0.9464790990190864,-0.5103456685883735
1423,748,3,1,0,1,588,672,3,1993,2555,1,11526,79,0,0,7,6,588,1922,1994,191000,0.8047063184791563,0.27443677886066237,0.9292593811233975,1.7576992186658393
1247,0,1,1,1039,6,208,550,3,2005,1247,0,3316,37,0,84,5,8,1247,2005,2005,197000,0.38412067346513684,-0.6866551466434966,0.39455539050970134,-0.4399644399322921
1542,1330,4,1,896,5,434,619,3,1977,2872,1,12227,69,424,282,7,6,1330,1977,1995,272000,1.0606421847926004,-0.05727762115782771,0.6993116532670759,2.1257535583351417
1652,0,2,2,1480,6,120,482,2,2008,1652,0,5587,64,186,53,5,8,1600,2008,2008,392500,1.2802816296864172,-1.031808225449157,0.08742619376494522,0.40960264361109855
1844,0,3,1,705,4,1139,546,2,1977,1844,1,11751,105,480,122,6,6,1844,1977,1977,190000,1.6308492879510585,1.186689913535302,0.376685319332762,0.7459506681106629
1113,858,3,4,341,6,772,689,2,2005,1971,0,9675,75,0,48,5,7,1113,2005,2005,253000,0.022126229337035116,0.6156081465671992,1.0023178258631822,0.9508607957651733
1007,793,3,1,0,1,982,463,3,2000,1800,1,8123,60,16,63,5,6,982,2000,2000,179000,-0.29644900942188634,0.9563232614904815,0.0002587277750423564,0.6718677227067826
1062,887,3,1,750,6,300,574,3,1993,1949,0,9938,80,246,90,5,7,1050,1993,1994,236000,-0.12719140564592174,-0.4008603119631173,0.5012941309982207,0.9162660789087508
630,0,1,0,150,2,0,0,0,1979,630,1,1491,21,0,24,6,4,630,1972,1972,75500,-1.7877743189161561,-2.0737247781600754,-2.586456954841601,-2.4391072991092226
1494,0,3,4,922,6,572,530,2,2002,1494,0,12803,88,99,36,5,7,1494,2002,2002,221000,0.95985953681341,0.24227633251135264,0.3049683531742672,0.10415568842469206
600,0,3,1,0,1,600,0,0,1979,968,1,5925,50,0,0,6,3,600,1910,1950,37900,-1.9427536441670403,0.2982581213167231,-2.586456954841601,-1.1918837258228066
1274,0,3,1,925,6,349,508,2,2005,1274,0,8814,68,80,98,5,7,1274,2005,2007,203000,0.4523466391412965,-0.26738328412923507,0.20571972255065682,-0.375799906100081
1520,0,3,0,674,4,350,364,2,1955,1520,1,9600,80,164,0,6,6,1156,1955,1972,153000,1.014844105237375,-0.26476471803431384,-0.46513374514254124,0.15643673288154442
1285,0,3,1,0,1,660,528,2,1977,1285,1,8197,71,148,0,5,6,660,1977,1977,143500,0.4797301608607446,0.41379181116077296,0.2959766755414419,-0.350022786739798
807,702,3,1,0,1,783,393,3,2003,1509,0,7875,63,0,75,5,7,783,2003,2003,180000,-1.0007981838778865,0.6345785361745259,-0.32669445427115806,0.13442071274724057
1142,793,3,1,0,1,793,550,2,1976,1935,1,12384,69,233,113,7,7,793,1976,1976,197900,0.1040200576128912,0.6517038234564456,0.39455539050970134,0.8940605411244549
816,0,3,0,816,6,0,0,0,1979,816,1,11841,81,104,32,5,6,816,1990,1990,118500,-0.9655299488826259,-2.0737247781600754,-2.586456954841601,-1.6920910784833203
1200,0,2,1,833,4,343,555,2,2003,1200,0,10083,67,0,41,5,7,1176,2003,2003,184900,0.261767494149814,-0.28317757369103536,0.4168602908844955,-0.5548231133772593
997,0,4,1,0,1,941,548,1,1958,1470,1,8172,60,0,0,6,4,941,1954,1972,135000,-0.3282104746733637,0.8930432118027047,0.3856232751115499,0.05513530467778386
1656,0,3,2,639,4,441,528,3,1960,1656,1,31770,141,112,62,5,6,1080,1960,1960,215000,1.2879911130763082,-0.04097522589587455,0.2959766755414419,0.4169750467362666
792,0,2,1,0,1,768,240,1,1924,792,0,9022,52,0,0,8,5,768,1924,2006,109500,-1.0604585551463925,0.6086748238748941,-1.0823728085988626,-1.7789405117282957
1694,0,3,1,0,1,1694,818,3,2007,1694,0,12030,93,254,228,5,8,1694,2007,2007,318000,1.360318940333599,1.8897702069078501,1.5468099262998511,0.48619378208894004
1800,0,3,2,1274,6,526,765,3,2002,1800,0,14331,85,630,78,5,8,1800,2002,2002,312500,1.5538371471007597,0.14710348351521582,1.3251160475942987,0.6718677227067826
1422,915,5,1,0,1,662,560,1,1945,2337,1,13600,85,0,57,5,5,662,1900,1950,90000,0.8024663827155843,0.41754634479941,0.4391292297651594,1.4788976507833802
1168,678,3,4,196,3,844,315,1,1949,1846,1,10496,78,320,0,6,6,1040,1949,1950,143000,0.17569904373728565,0.7373367495995009,-0.7036755697270957,0.7492786412594581
1026,0,3,2,505,6,0,576,1,1981,1026,1,10970,69,0,0,6,6,940,1978,1978,147000,-0.23695875429961846,-2.0737247781600754,0.5101525264829357,-1.0202107875431656
904,0,3,1,0,1,876,408,1,1966,904,1,7162,69,41,0,7,5,876,1966,1966,109900,-0.6397816685035156,0.7896915199270786,-0.2558110835021662,-1.3928553271243986
1126,0,3,1,936,5,190,484,2,1977,1126,1,17400,80,0,41,5,5,1126,1977,1977,160000,0.059097063159444206,-0.7498926671790898,0.0965655501049995,-0.7444849321255741
1136,1332,4,0,970,6,166,872,2,2004,2468,0,12099,99,388,154,5,8,1136,2004,2004,354000,0.08724786772530764,-0.8392788787160802,1.7700537973972013,1.6492069879859612
988,0,1,2,938,5,0,540,1,1969,988,1,21453,69,0,130,5,6,938,1969,1969,180000,-0.357068375404311,-2.0737247781600754,0.34983615676127267,-1.1316249192498846
1052,0,3,0,1016,4,36,288,2,1968,1052,1,8400,70,168,0,5,5,1052,1968,1968,138500,-0.1573059072845652,-1.5322870690374097,-0.8379224930758024,-0.9461822047987333
572,524,2,1,0,1,572,0,0,1979,1096,1,9600,60,0,8,5,6,572,1924,1950,79000,-2.0945268998319118,0.24227633251135264,-2.586456954841601,-0.8247153625027245
1141,0,3,1,0,1,1141,484,1,2005,1141,1,13072,63,0,0,5,6,1141,2005,2005,142500,0.10123079976249799,1.189513610430365,0.0965655501049995,-0.7051165249675969
1012,778,4,1,247,3,485,484,2,1972,1790,1,10400,80,288,0,5,6,732,1972,1972,165150,-0.2806859375515382,0.058538839910253194,0.0965655501049995,0.6547945893984521
1004,848,3,4,668,6,336,660,3,1999,1852,0,9066,73,320,106,5,8,1004,1999,2000,230000,-0.30594432943748306,-0.30178758882159373,0.8774894662756566,0.7592423605108024
520,0,2,0,490,6,30,0,2,1979,754,1,6780,60,0,0,8,6,520,1935,1982,84500,-2.397117723152875,-1.585613552357508,-2.586456954841601,-1.921617219981371
624,720,4,1,0,1,624,513,1,1916,1344,1,4571,34,0,0,5,5,624,1916,1950,98000,-1.818173673826326,0.3451651912059015,0.22834269352136755,-0.21519008778551102
2207,0,3,2,912,6,1035,576,2,1970,2207,1,19900,69,287,0,5,7,1947,1970,1989,180000,2.204057488223228,1.0361109439581477,0.5101525264829357,1.3008181206679652
1307,1051,5,1,0,1,907,360,2,1908,2358,1,45600,75,0,40,8,6,907,1908,1997,240000,0.5338032355281016,0.8394650346974475,-0.48438075662248226,1.5067910868325247
1175,1540,4,1,575,6,487,831,3,1994,2715,0,8963,69,289,204,9,8,1142,1976,1996,299800,0.1947256166888048,0.06294779615216815,1.6007890661317623,1.9484976392591438
1364,0,2,0,659,6,705,484,2,2005,1364,0,7052,43,240,36,5,7,1364,2005,2005,185850,0.6697889610775838,0.49687944122255256,0.0965655501049995,-0.17073843425279733
1253,0,3,1,0,1,1237,402,3,1995,1253,1,7875,63,38,21,5,7,1237,1995,1996,176000,0.3994083682670529,1.322129601359776,-0.28410749311096106,-0.42559413514031785
1328,0,3,1,569,5,678,528,1,1963,1328,1,9790,69,451,26,5,6,1328,1963,1963,143000,0.5845788102768754,0.44737164141623137,0.2959766755414419,-0.25119914791660103
1422,0,3,1,0,1,978,286,2,1960,1422,1,12342,69,0,0,5,5,978,1960,1978,139900,0.8024663827155843,0.9502111722804333,-0.8479540400816902,-0.04519313029684153
1186,800,3,1,454,4,314,486,1,1965,1986,1,13600,85,176,42,6,7,768,1965,1990,205000,0.2243974793956802,-0.36163182621454076,0.1056981466935077,0.9742415807310558
952,0,2,1,0,1,952,192,1,1916,952,3,8854,69,0,98,6,6,952,1916,1950,121000,-0.47518040101423664,0.9101599710541318,-1.3357832283260436,-1.240934924490318
1660,0,3,4,1220,6,440,500,2,2006,1660,0,10182,85,420,50,5,8,1660,2006,2006,290000,1.2956820564279656,-0.043295824550689595,0.16943976280693235,0.4243308102221723
2234,0,1,1,1904,6,312,1166,3,2009,2234,2,17423,63,748,60,5,9,2216,2008,2009,501837,2.2428562687517846,-0.36717922057224,2.946204796702047,1.338596934543578
790,0,2,4,384,4,384,160,1,1925,790,1,6292,52,0,141,5,6,768,1930,1950,91000,-1.0684981907835978,-0.1779504103573153,-1.5109885886884062,-1.7862886132850515
1340,0,3,0,24,6,1316,396,3,2007,1340,0,8899,73,0,30,5,7,1340,2007,2007,181134,0.6132353317001086,1.4272739824010248,-0.3124795967164812,-0.22415461088594618
1610,0,3,4,1200,5,410,480,2,1977,1610,0,10603,69,28,68,7,6,1610,1977,2001,205000,1.1981897323793609,-0.11423987766394411,0.07828004464793212,0.3311678218928497
1361,1259,4,1,498,6,652,600,2,1977,2620,1,18890,69,1,24,5,5,1361,1977,1977,190000,0.6627742352021826,0.3987138979630765,0.6160299778698668,1.8365234917371291
1248,0,2,0,16,6,1232,438,3,2005,1248,0,3010,43,16,0,5,7,1248,2005,2006,167240,0.38667370660897843,1.3153582973050673,-0.1154200665729663,-0.43756490443235874
912,0,3,4,832,6,80,288,2,1962,912,0,6768,65,0,0,8,6,912,1961,1996,142000,-0.611752144842814,-1.2337514515477546,-0.8379224930758024,-1.3670192262814096
943,0,3,2,828,6,115,472,3,1998,1638,1,9042,59,0,38,5,6,943,1998,1998,192000,-0.5054037960008394,-1.0549048180064822,0.041626849339339245,0.3836670637304428
1622,0,3,0,1159,4,90,1356,3,1975,1622,1,32463,69,149,0,4,4,1249,1961,1975,168000,1.221860376168206,-1.1790989197155086,3.677421934648054,0.35377126194961034
1436,884,3,1,774,5,104,180,1,1945,2320,0,7259,61,0,0,8,6,1028,1945,2002,259500,0.8336835587051173,-1.1076248053563116,-1.4008240950197401,1.4561449517817624
1144,0,3,1,572,3,572,456,1,1961,1144,1,7875,75,136,0,6,5,1144,1961,1961,139950,0.1095912788809293,0.24227633251135264,-0.032016023578636026,-0.6973009630909638
848,672,3,1,182,3,611,281,1,1968,1520,1,4500,55,0,0,5,5,793,1932,2000,159434,-0.8431961477197604,0.3198766125415121,-0.8730880459473107,0.15643673288154442
1516,0,3,1,196,3,975,472,2,1964,1516,1,10004,100,180,0,6,6,1516,1964,1964,167000,1.006446242589976,0.9456185235265263,0.041626849339339245,0.14844820272249482
1498,0,2,4,0,1,1498,675,2,2006,1498,0,8990,73,0,33,5,7,1498,2006,2006,204900,0.9683804920391959,1.657581854546235,0.9421758850327332,0.11225405652971164
804,1157,3,1,690,5,114,560,3,2001,1961,0,12209,71,0,192,5,6,804,2001,2002,215000,-1.0126413870449298,-1.0595862819097557,0.4391292297651594,0.9351809446758519
728,728,3,1,0,1,728,440,3,2006,1456,0,11103,85,0,0,5,7,728,2006,2006,155835,-1.328336371182484,0.5382765168886732,-0.10612307232829499,0.02619322607976075
1207,1196,3,4,0,1,1032,349,1,1940,2403,1,24090,69,0,0,7,7,1032,1940,1950,244400,0.2802898804931801,1.0316525210054586,-0.5375090741686128,1.5657883672316777
1944,0,3,2,1274,4,622,708,3,2003,1944,2,12378,90,0,175,5,9,1896,2003,2004,360000,1.7992745018974223,0.3412926810829277,1.0835904168236745,0.9083527104799399
1368,0,2,1,0,1,1368,474,2,2005,1368,0,6955,48,94,35,5,7,1368,2005,2006,202500,0.6791180470608866,1.4946901169799716,0.05080050586621382,-0.1619213130865234
882,908,3,1,633,6,240,588,2,1999,1790,0,9179,68,158,88,5,7,873,1999,1999,193000,-0.7181562143616816,-0.5809110031055107,0.5631880193113078,0.6547945893984521
1476,1237,3,0,1330,6,122,858,3,2008,2713,2,14948,67,268,66,5,9,1452,2008,2008,446261,0.9212316903263086,-1.02270972144794,1.7124198348002944,1.9461783230524579
720,551,3,1,0,1,720,312,2,1948,1271,1,21286,115,0,0,5,5,720,1948,1950,135000,-1.3634590747698734,0.5239561159463265,-0.7184871090661704,-0.3828661568710602
1872,0,3,0,929,6,916,604,2,1988,1872,1,10400,80,102,39,5,7,1845,1988,1988,241500,1.678908990200302,0.8537482480073652,0.6336017485694799,0.7922380411971206
1190,900,3,4,828,6,180,577,3,1984,2090,0,5062,69,0,0,5,7,1190,1984,1984,207500,0.2351192969500776,-0.7863783095665988,0.5145796574744044,1.1319466786370276
882,914,3,4,706,6,88,546,2,1998,1796,1,9531,69,0,36,5,6,794,1998,1998,211000,-0.7181562143616816,-1.1897677977592955,0.376685319332762,0.6650491432066221
1302,0,3,0,0,1,1302,436,3,2007,1302,0,8993,73,0,22,5,7,1302,2007,2007,176485,0.5215939846851361,1.4088864538223758,-0.12472466361427016,-0.31058854412299824
2524,0,4,1,1104,5,1420,542,3,1981,2524,0,9600,80,0,120,5,8,2524,1981,1981,278000,2.6323766869923073,1.5607788910414238,0.35879178565526654,1.719443053680706
840,534,2,1,315,5,420,338,3,1967,1374,1,5400,90,0,0,6,4,840,1920,1950,105000,-0.8733429279817571,-0.09029951832530526,-0.5909378887119309,-0.14874074112175092
764,862,2,1,567,6,197,474,2,2003,1626,0,2268,36,106,27,5,7,764,2003,2004,173000,-1.1748990690158578,-0.7249444074988424,0.05080050586621382,0.3612709889361071
735,299,2,1,0,4,735,240,1,1940,1034,1,10134,60,0,39,6,5,735,1940,1950,109000,-1.297917934747495,0.5507395442877931,-1.0823728085988626,-0.9972476757602158
1518,0,1,2,1218,6,300,588,2,2003,1518,2,12677,62,472,140,5,8,1518,2003,2004,274000,1.010647931004645,-0.4008603119631173,0.5631880193113078,0.15244492911325974
1226,592,4,1,224,2,816,240,2,1951,1818,1,7758,69,600,0,4,7,1040,1931,1950,169500,0.33003036502518485,0.6906684810620755,-1.0823728085988626,0.7023769677254773
1661,0,3,1,0,1,1649,598,2,1998,1661,0,12137,48,442,34,5,7,1649,1998,1998,224900,1.2976019058372814,1.8377597857802652,0.6072362290952235,0.4261671602431319
1096,895,3,4,297,3,0,432,1,1977,1991,1,11275,69,480,0,7,6,854,1932,1950,220000,-0.02687493402694488,-2.0737247781600754,-0.14335683072138755,0.9819984723909185
832,650,3,1,624,5,26,324,1,1930,1482,1,9000,50,0,0,9,7,650,1920,1988,143000,-0.9037771015321571,-1.6242351769978949,-0.6593910945969481,0.07973831813804892
1742,0,2,2,1148,6,594,564,2,1985,1742,0,6563,69,0,28,5,8,1742,1985,1985,275000,1.4494028696867076,0.28637888071584944,0.45691874267344623,0.5715808299254889
686,564,3,1,0,1,686,280,2,1955,1250,3,8248,45,0,0,7,5,686,1918,1950,116000,-1.5171997417270917,0.4621463728706779,-0.8781244043593215,-0.4327712234037316
816,0,3,1,0,1,816,528,1,1985,1176,1,6240,52,0,0,6,6,816,1934,1950,114500,-0.9655299488826259,0.6906684810620755,0.2959766755414419,-0.6151070699741616
927,988,3,4,789,6,119,506,3,1992,1915,0,10041,80,0,150,5,8,908,1992,1992,220000,-0.5598508671992922,-1.036386997626381,0.19665938539609773,0.8620761973994604
1192,403,2,1,388,2,552,240,1,1940,1595,1,8400,60,0,0,5,6,940,1940,2000,140000,0.24046674475015586,0.20140746951765326,-1.0823728085988626,0.3026908547117854
1661,0,3,0,831,4,161,377,2,1955,1661,0,9600,80,0,28,6,6,992,1955,1996,165500,1.2976019058372814,-0.8587317433561452,-0.402839595345219,0.4261671602431319
832,1103,3,1,544,6,288,552,3,2009,1935,1,8004,75,110,150,5,8,832,2009,2009,263435,-0.9037771015321571,-0.43525178309009416,0.40348169052208616,0.8940605411244549
1795,0,3,1,0,4,1777,534,2,2002,1795,0,9742,75,281,159,5,8,1777,2002,2002,230000,1.5449672872664324,1.9838384639464484,0.32293351155347383,0.6633422786133736
847,1081,4,1,0,4,847,434,3,2003,1928,0,8200,65,0,48,5,7,847,2003,2004,219500,-0.8469489639169859,0.7422886080354143,-0.134036904507968,0.8829013485392763
1159,0,3,1,673,4,378,336,1,1968,1159,1,11553,69,188,0,5,5,1051,1968,1968,158000,0.15106863945822943,-0.19296997370753147,-0.6006853919326773,-0.6585083892739797
855,601,3,1,311,4,544,440,1,1978,1456,1,2280,24,0,0,5,6,855,1978,1978,146000,-0.8170492311131416,0.1848436327481464,-0.10612307232829499,0.02619322607976075
1137,817,3,1,341,4,457,431,2,1939,1954,0,15660,69,312,119,9,7,798,1939,2006,311500,0.09004935412126237,-0.00421283210786765,-0.14801968889555714,0.9241604774957044
2028,0,2,2,1460,6,408,880,2,2005,2028,0,11443,88,208,66,5,8,1868,2005,2006,369900,1.9342065967791027,-0.11906440555102199,1.8029129370290649,1.0388395034386602
2898,0,2,0,1165,5,0,665,3,1976,2898,0,15498,69,0,72,6,8,1565,1976,1976,287000,3.0735298452370903,-2.0737247781600754,0.8990805856872386,2.154229395902583
814,860,3,1,533,6,281,663,2,2000,1674,0,7500,69,0,96,5,7,814,2000,2000,216000,-0.9733337297774316,-0.45565940706385666,0.8904476401483549,0.44994605914100017
974,0,3,4,212,4,762,0,0,1979,974,1,10712,63,0,28,5,5,974,1991,1992,93500,-0.40248322438512557,0.5982393543847322,-2.586456954841601,-1.1736847731067945
1091,898,3,4,932,6,133,586,3,2002,1989,0,11367,90,210,60,5,8,1065,2002,2002,255000,-0.041431247391325074,-0.9739976906327803,0.5543623362169657,0.9788979050609549
1080,1017,3,1,50,4,499,678,2,1993,2097,0,11228,59,0,187,5,7,1080,1993,1993,228000,-0.07369053525917442,0.08920518299967563,0.9550821079652952,1.1422959191321524
1442,0,3,1,0,1,1424,500,2,1990,1442,1,11851,99,0,34,5,7,1424,1990,1990,180500,0.8469695941876472,1.5658098110312413,0.16943976280693235,-0.0030103393684378843
1130,0,2,1,821,4,299,720,1,1970,1130,1,10800,60,0,0,6,5,1120,1920,1950,120000,0.07038716689508198,-0.40369853891748125,1.1347188125290268,-0.7339389558607994
1133,687,4,1,329,3,697,240,1,1925,1820,1,9120,60,0,100,6,7,1026,1925,1950,184000,0.0788286396023073,0.48231536761172883,-1.0823728085988626,0.7057494215779899
1378,741,3,1,0,1,689,583,2,1972,2119,1,10448,69,333,104,6,6,689,1972,1972,158000,0.7023223353029766,0.46766366721099345,0.5411136852254558,1.1746129751365313
1264,1312,4,1,0,1,1234,666,3,2006,2576,2,12438,82,466,100,5,8,1234,2006,2006,361919,0.4272472726538067,1.3180685402986259,0.9033953135507732,1.7833687050688658
780,240,2,1,0,1,780,0,0,1979,1020,1,6342,54,0,0,8,5,780,1875,1996,94000,-1.1090029476554852,0.6294186837116422,-2.586456954841601,-1.0375432624072969
1095,679,4,1,0,1,1095,779,1,1920,1774,1,9600,60,0,0,2,4,1095,1900,1950,87000,-0.02978089555225655,1.1238997499722347,1.3839369040232898,0.6272910880321284
904,0,1,2,350,4,333,0,0,1979,904,3,10020,69,0,0,1,1,683,1922,1950,61000,-0.6397816685035156,-0.30982520752738374,-2.586456954841601,-1.3928553271243986
673,709,3,1,641,6,32,490,1,2000,1382,0,2651,69,0,50,5,7,673,2000,2000,165000,-1.5779976251595589,-1.5672816691926232,0.12394319124394865,-0.1312501410207431
1518,1518,4,4,0,1,1107,840,1,1993,3608,2,22950,90,0,260,9,10,1107,1892,1993,475000,1.010647931004645,1.1411531986471057,1.6380705433436187,2.8517246618580874
1178,1032,5,4,0,1,1008,205,1,1930,2210,3,9900,90,0,48,4,6,1008,1880,1950,117500,0.20284530713169835,0.9957384391051558,-1.2661355240995058,1.3050370557919548
806,766,3,1,0,1,806,373,3,1995,1572,1,10364,69,0,40,5,6,806,1995,1996,168000,-1.0047410381013988,0.6737988083368851,-0.42196547507668347,0.2585358546174865
1824,0,2,2,1219,6,424,739,1,1971,1824,0,115149,69,351,48,5,7,1643,1971,2002,302000,1.5960734342273215,-0.08080679621715105,1.2153614686776992,0.7124839409922376
1056,0,3,1,775,4,281,304,1,1968,1056,1,8450,65,0,85,6,5,1056,1968,1968,142000,-0.1452260174732443,-0.45565940706385666,-0.758109980228081,-0.9349453491158839
949,272,4,1,392,4,392,392,1,1965,1221,1,9738,60,0,0,7,5,784,1924,1950,104900,-0.48522311770632454,-0.15811362887057026,-0.3314370500874403,-0.5029925906638048
1362,0,3,1,288,5,700,504,2,1961,1362,1,10197,80,491,20,5,6,1362,1961,1961,163000,0.6651141880047633,0.4877870820263473,0.18759263308126026,-0.17515606798605052
848,0,1,2,697,6,151,420,2,2004,848,0,4426,69,147,0,5,6,848,2004,2004,141000,-0.8431961477197604,-0.8986035044813594,-0.19944015529264011,-1.579934221131891
1434,0,3,1,20,6,1434,527,2,2001,1434,0,8529,65,0,39,5,7,1454,2001,2001,189000,0.8292425818456117,1.5783548683249617,0.2914785502959736,-0.019817386341993825
1208,0,2,1,664,6,544,628,2,2007,1208,0,6762,64,108,54,5,7,1208,2007,2007,195400,0.2829271930154695,0.1848436327481464,0.7386004453864801,-0.5349788594969218
1096,370,3,1,626,5,170,566,2,1950,1466,0,10800,60,0,21,8,5,796,1936,1989,170000,-0.02687493402694488,-0.8239350390082527,0.4658050185778723,0.04689253947579287
1987,0,2,2,1314,6,672,691,3,1994,1987,0,14303,91,554,36,5,8,1986,1994,1994,301500,1.8690574708302217,0.436230708653514,1.010891567681854,0.9757944195664046
1325,1093,3,2,1173,6,138,983,2,1993,2418,0,10542,96,651,154,5,7,1311,1993,1994,341000,0.5773743553505206,-0.9525490624748864,2.2213867610555984,1.5852245704238894
