1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtExposure,BsmtFinSF1,BsmtFinType1,BsmtUnfSF,EnclosedPorch,GarageArea,GarageFinish,GarageYrBlt,GrLivArea,KitchenQual,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,WoodDeckSF,YearBuilt,YearRemodAdd,SalePrice
1541.0,0.0,3.0,No,0.0,Unf,1541.0,,843.0,RFn,2001.0,1541.0,Gd,13704.0,118.0,150.0,81.0,5.0,7.0,1541.0,,2001,2002,205000.0
894.0,0.0,3.0,No,894.0,ALQ,0.0,,552.0,Unf,1975.0,894.0,TA,9800.0,70.0,0.0,0.0,7.0,5.0,894.0,,1972,1972,149900.0
1675.0,1818.0,3.0,No,0.0,Unf,1470.0,,870.0,Unf,2003.0,3493.0,Gd,18386.0,87.0,0.0,0.0,9.0,7.0,1470.0,,1880,2002,295000.0
2000.0,0.0,3.0,No,1464.0,GLQ,536.0,,888.0,,2004.0,2000.0,Gd,10386.0,80.0,246.0,0.0,5.0,8.0,2000.0,,2004,2005,305900.0
1122.0,1121.0,4.0,No,700.0,ALQ,0.0,224.0,746.0,RFn,1990.0,2243.0,Gd,13474.0,116.0,246.0,44.0,5.0,7.0,700.0,,1990,1991,225000.0
1035.0,371.0,3.0,No,0.0,Unf,319.0,,0.0,None,,1406.0,Fa,7920.0,,0.0,144.0,7.0,6.0,319.0,,1920,1950,89500.0
861.0,0.0,1.0,No,262.0,BLQ,599.0,,539.0,,1961.0,861.0,TA,12342.0,,0.0,0.0,5.0,4.0,861.0,,1940,1950,82500.0
1944.0,0.0,3.0,Gd,1274.0,,622.0,,708.0,Fin,2003.0,1944.0,Ex,12378.0,90.0,0.0,175.0,5.0,9.0,1896.0,,2003,2004,360000.0
697.0,804.0,3.0,No,518.0,ALQ,179.0,0.0,420.0,Fin,1993.0,1501.0,Gd,7685.0,,112.0,63.0,5.0,6.0,697.0,,1993,1994,165600.0
972.0,0.0,2.0,No,680.0,ALQ,292.0,,240.0,Unf,1948.0,972.0,TA,8000.0,50.0,0.0,0.0,6.0,6.0,972.0,,1948,2002,132000.0
793.0,325.0,3.0,Mn,507.0,Rec,286.0,,410.0,Unf,1939.0,1118.0,TA,7800.0,65.0,0.0,0.0,7.0,5.0,793.0,,1939,1950,119900.0
2036.0,0.0,3.0,Gd,1236.0,ALQ,80.0,,513.0,RFn,1965.0,2036.0,TA,215245.0,150.0,0.0,0.0,5.0,7.0,2136.0,,1965,1965,375000.0
832.0,809.0,3.0,No,16.0,LwQ,712.0,234.0,546.0,Unf,1925.0,1641.0,Ex,9600.0,60.0,0.0,0.0,7.0,7.0,728.0,,1925,1990,178000.0
716.0,716.0,,No,425.0,,291.0,,432.0,Fin,2004.0,1432.0,Gd,7795.0,71.0,0.0,51.0,5.0,7.0,716.0,,2004,2005,188500.0
1153.0,,4.0,No,692.0,GLQ,153.0,,484.0,RFn,1983.0,2353.0,Ex,13005.0,94.0,278.0,195.0,7.0,7.0,845.0,,1980,1980,260000.0
1088.0,871.0,3.0,Av,0.0,Unf,1088.0,,1025.0,RFn,2006.0,1959.0,Gd,9000.0,75.0,0.0,46.0,5.0,8.0,1088.0,,2006,2006,270000.0
1372.0,1274.0,,Gd,987.0,GLQ,360.0,144.0,656.0,RFn,1993.0,2646.0,Gd,9900.0,90.0,256.0,60.0,5.0,7.0,1347.0,,1993,1993,260000.0
1472.0,0.0,3.0,Av,1036.0,GLQ,336.0,,588.0,Unf,1980.0,1472.0,TA,14115.0,,225.0,48.0,5.0,7.0,1372.0,,1980,1980,187500.0
1249.0,1347.0,4.0,Av,0.0,Unf,1249.0,,840.0,RFn,2006.0,2596.0,Gd,16259.0,111.0,370.0,154.0,5.0,9.0,1249.0,,2006,2006,342643.0
1136.0,1332.0,4.0,Av,970.0,GLQ,166.0,0.0,872.0,,2004.0,2468.0,Gd,12099.0,99.0,388.0,154.0,5.0,8.0,1136.0,,2004,2004,354000.0
1553.0,1177.0,4.0,Gd,28.0,LwQ,0.0,,576.0,,1987.0,2730.0,Gd,10380.0,86.0,172.0,96.0,5.0,7.0,1502.0,,1986,1987,301000.0
1163.0,0.0,3.0,No,256.0,ALQ,906.0,,220.0,Unf,1955.0,1163.0,TA,5820.0,49.0,0.0,98.0,8.0,3.0,1162.0,,1955,2005,126175.0
1898.0,1080.0,5.0,No,0.0,Unf,710.0,,564.0,Fin,1961.0,2978.0,Gd,11275.0,96.0,300.0,0.0,7.0,7.0,710.0,,1967,2007,242000.0
803.0,0.0,2.0,Av,116.0,BLQ,604.0,244.0,360.0,Unf,1941.0,803.0,TA,5000.0,50.0,0.0,0.0,6.0,5.0,720.0,0.0,1941,1950,87000.0
1719.0,0.0,1.0,Gd,1619.0,GLQ,100.0,,473.0,Fin,1993.0,1719.0,Gd,10846.0,32.0,0.0,30.0,5.0,8.0,1719.0,,1993,1993,324000.0
1383.0,0.0,3.0,No,565.0,Rec,818.0,,292.0,,1960.0,1383.0,TA,11600.0,80.0,175.0,45.0,5.0,6.0,1383.0,,1960,1960,145250.0
1445.0,689.0,5.0,No,0.0,Unf,844.0,268.0,441.0,Unf,1930.0,2134.0,Gd,11888.0,,0.0,60.0,6.0,6.0,844.0,,1916,1994,214500.0
596.0,596.0,3.0,Mn,0.0,Unf,596.0,,189.0,Unf,1920.0,1192.0,TA,6402.0,60.0,0.0,0.0,5.0,5.0,596.0,,1920,1950,78000.0
1728.0,,6.0,No,40.0,GLQ,1424.0,,352.0,Unf,2002.0,1728.0,TA,10624.0,,84.0,0.0,4.0,5.0,1728.0,,1964,1964,119000.0
1056.0,0.0,3.0,No,846.0,Rec,210.0,0.0,308.0,RFn,1958.0,1056.0,TA,8176.0,70.0,0.0,0.0,6.0,5.0,1056.0,,1958,1992,139000.0
1629.0,0.0,3.0,No,1124.0,GLQ,1603.0,,880.0,,2003.0,1629.0,Gd,10655.0,85.0,296.0,0.0,5.0,8.0,3206.0,,2003,2004,284000.0
1358.0,0.0,2.0,Av,720.0,GLQ,638.0,,484.0,RFn,2004.0,1358.0,Gd,8198.0,59.0,146.0,30.0,5.0,7.0,1358.0,,2004,2004,207000.0
943.0,,3.0,Gd,828.0,GLQ,115.0,,472.0,Fin,1998.0,1638.0,TA,9042.0,59.0,0.0,38.0,5.0,6.0,943.0,,1998,1998,192000.0
1619.0,167.0,3.0,Gd,1249.0,,103.0,,529.0,Fin,1965.0,1786.0,TA,164660.0,,0.0,0.0,6.0,5.0,1499.0,,1965,1965,228950.0
1922.0,0.0,3.0,Gd,1249.0,GLQ,673.0,,676.0,Fin,2005.0,1922.0,Gd,14157.0,86.0,200.0,51.0,5.0,9.0,1922.0,,2005,2006,377426.0
1536.0,0.0,3.0,Av,810.0,GLQ,726.0,,532.0,RFn,2002.0,1536.0,Gd,9135.0,70.0,113.0,74.0,5.0,7.0,1536.0,,2002,2003,214000.0
1621.0,0.0,3.0,Mn,213.0,ALQ,995.0,,440.0,,1984.0,1621.0,Gd,14145.0,91.0,0.0,45.0,7.0,7.0,1208.0,,1984,1998,202500.0
1215.0,0.0,3.0,No,585.0,Rec,630.0,0.0,297.0,Unf,1958.0,1215.0,TA,12400.0,66.0,176.0,0.0,7.0,6.0,1215.0,0.0,1958,1998,155000.0
993.0,915.0,4.0,No,0.0,Unf,967.0,,431.0,Fin,2002.0,1908.0,Gd,14191.0,85.0,0.0,0.0,5.0,8.0,967.0,,2002,2002,202900.0
841.0,,2.0,No,0.0,Unf,721.0,,294.0,Unf,1950.0,841.0,TA,8400.0,60.0,0.0,0.0,4.0,4.0,721.0,,1950,1950,82000.0
1040.0,0.0,2.0,None,0.0,None,0.0,,400.0,Unf,1949.0,1040.0,TA,8544.0,,340.0,0.0,4.0,3.0,0.0,,1949,1950,87500.0
1684.0,0.0,2.0,No,28.0,GLQ,1656.0,,564.0,RFn,2005.0,1684.0,Ex,8849.0,63.0,616.0,72.0,5.0,9.0,1684.0,,2005,2005,266000.0
536.0,576.0,3.0,No,129.0,Rec,175.0,,336.0,Unf,1976.0,1112.0,TA,2592.0,36.0,0.0,0.0,3.0,5.0,536.0,,1976,1976,85000.0
972.0,605.0,3.0,No,0.0,Unf,972.0,,312.0,Unf,1939.0,1577.0,Fa,6435.0,65.0,0.0,0.0,5.0,6.0,972.0,,1939,1950,140200.0
958.0,0.0,2.0,Mn,498.0,BLQ,460.0,,301.0,RFn,1960.0,958.0,TA,12772.0,,0.0,0.0,8.0,6.0,958.0,,1960,1998,151500.0
1478.0,0.0,3.0,No,1270.0,BLQ,208.0,,498.0,Unf,1960.0,1478.0,TA,17600.0,,30.0,40.0,5.0,6.0,1478.0,,1960,1960,157500.0
764.0,862.0,2.0,No,573.0,GLQ,191.0,,474.0,RFn,2003.0,1626.0,Gd,2448.0,36.0,106.0,27.0,5.0,7.0,764.0,,2003,2004,154000.0
1848.0,880.0,4.0,No,1410.0,GLQ,438.0,,706.0,Fin,2006.0,2728.0,Ex,20431.0,56.0,870.0,0.0,5.0,9.0,1848.0,,2005,2006,437154.0
1869.0,0.0,2.0,No,0.0,Unf,1869.0,,617.0,RFn,2007.0,1869.0,Ex,7820.0,68.0,362.0,54.0,5.0,9.0,1869.0,,2007,2007,318061.0
1453.0,0.0,,Gd,1082.0,GLQ,371.0,,445.0,RFn,1986.0,1453.0,Gd,5271.0,,0.0,80.0,5.0,7.0,1453.0,,1986,1986,190000.0
616.0,495.0,3.0,Mn,236.0,LwQ,0.0,,200.0,Unf,1941.0,1111.0,TA,9084.0,60.0,0.0,0.0,6.0,5.0,616.0,,1941,1950,95000.0
720.0,0.0,2.0,No,0.0,Unf,624.0,,484.0,Unf,2005.0,720.0,TA,8520.0,60.0,0.0,0.0,8.0,6.0,624.0,106.0,1928,2003,105900.0
1192.0,403.0,2.0,No,388.0,LwQ,552.0,,240.0,Unf,1940.0,1595.0,TA,8400.0,60.0,0.0,0.0,5.0,6.0,940.0,,1940,2000,140000.0
1200.0,0.0,3.0,No,334.0,ALQ,322.0,,521.0,RFn,1995.0,1200.0,Gd,11249.0,105.0,0.0,26.0,5.0,6.0,1200.0,,1995,1995,177500.0
1167.0,0.0,3.0,No,560.0,GLQ,598.0,,400.0,RFn,1992.0,1167.0,Gd,9248.0,,106.0,26.0,6.0,6.0,1158.0,120.0,1992,1992,173000.0
1142.0,0.0,3.0,No,874.0,ALQ,268.0,,528.0,Fin,1976.0,1142.0,TA,4224.0,44.0,0.0,90.0,5.0,5.0,1142.0,,1976,1976,134000.0
1352.0,0.0,3.0,Av,300.0,BLQ,468.0,,288.0,Unf,1958.0,1352.0,Gd,6930.0,92.0,120.0,0.0,4.0,5.0,1062.0,,1958,1958,130000.0
1086.0,838.0,3.0,Av,956.0,GLQ,130.0,,592.0,RFn,1998.0,1924.0,Gd,12011.0,78.0,530.0,75.0,5.0,8.0,1086.0,208.0,1998,1998,280000.0
912.0,,2.0,Av,773.0,GLQ,115.0,,470.0,RFn,1978.0,912.0,TA,7540.0,,0.0,0.0,6.0,6.0,888.0,,1978,1978,156000.0
988.0,517.0,3.0,No,399.0,Rec,484.0,,240.0,,1940.0,1505.0,TA,9144.0,,0.0,0.0,5.0,5.0,883.0,,1940,1982,145000.0
495.0,1427.0,4.0,None,0.0,,0.0,,672.0,RFn,2003.0,1922.0,Gd,7301.0,64.0,500.0,0.0,5.0,7.0,0.0,,2003,2003,198500.0
483.0,504.0,,No,162.0,ALQ,321.0,,264.0,Unf,1972.0,987.0,Gd,1680.0,21.0,510.0,0.0,8.0,6.0,483.0,,1972,2007,118000.0
790.0,784.0,3.0,Mn,712.0,GLQ,84.0,,566.0,Fin,1976.0,1574.0,TA,18800.0,,120.0,111.0,5.0,6.0,796.0,,1976,1976,190000.0
672.0,672.0,3.0,No,456.0,Rec,216.0,,468.0,Unf,1964.0,1344.0,TA,10690.0,59.0,0.0,128.0,7.0,5.0,672.0,,1920,1997,147000.0
1394.0,0.0,3.0,No,609.0,BLQ,785.0,,514.0,RFn,1963.0,1394.0,TA,9500.0,,247.0,76.0,5.0,6.0,1394.0,,1963,1963,159000.0
1431.0,0.0,3.0,Gd,371.0,GLQ,728.0,,296.0,RFn,1962.0,1431.0,TA,9150.0,101.0,305.0,110.0,5.0,6.0,1099.0,,1962,1962,165000.0
1268.0,0.0,2.0,No,540.0,LwQ,728.0,,244.0,Fin,1954.0,1268.0,TA,7800.0,78.0,200.0,98.0,6.0,5.0,1268.0,,1954,1954,132000.0
1287.0,0.0,3.0,No,72.0,ALQ,733.0,,576.0,Fin,1997.0,1287.0,Gd,9830.0,,0.0,17.0,7.0,5.0,1063.0,364.0,1959,2006,162000.0
953.0,711.0,3.0,No,0.0,Unf,953.0,,460.0,RFn,2000.0,1664.0,TA,8121.0,,0.0,40.0,5.0,6.0,953.0,,2000,2000,172400.0
1120.0,468.0,4.0,None,0.0,None,0.0,,680.0,Fin,1991.0,1588.0,TA,17120.0,80.0,0.0,59.0,4.0,4.0,0.0,,1959,1959,134432.0
752.0,0.0,2.0,No,623.0,ALQ,0.0,,264.0,Unf,1984.0,752.0,TA,7175.0,50.0,0.0,0.0,5.0,6.0,744.0,,1984,1984,125000.0
1319.0,0.0,3.0,No,428.0,BLQ,0.0,,270.0,Unf,1953.0,1319.0,TA,10634.0,79.0,0.0,0.0,6.0,5.0,608.0,,1953,1953,123000.0
847.0,1081.0,4.0,No,0.0,,847.0,,434.0,Fin,2003.0,1928.0,Gd,8200.0,65.0,0.0,48.0,5.0,7.0,847.0,,2003,2004,219500.0
904.0,0.0,1.0,Gd,350.0,BLQ,333.0,,0.0,None,,904.0,Fa,10020.0,,0.0,0.0,1.0,1.0,683.0,,1922,1950,61000.0
914.0,0.0,2.0,Av,298.0,GLQ,572.0,,576.0,Unf,1998.0,914.0,TA,8846.0,57.0,0.0,0.0,5.0,5.0,870.0,,1996,1996,148000.0
1580.0,886.0,4.0,No,0.0,Unf,1580.0,,610.0,RFn,2004.0,2466.0,Gd,11143.0,102.0,0.0,214.0,5.0,8.0,1580.0,,2004,2005,340000.0
1856.0,0.0,1.0,Av,1445.0,GLQ,411.0,,834.0,Fin,2010.0,1856.0,Ex,11394.0,88.0,350.0,0.0,2.0,9.0,1856.0,,2010,2010,394432.0
1007.0,793.0,3.0,No,0.0,Unf,982.0,,463.0,Fin,2000.0,1800.0,TA,8123.0,60.0,16.0,63.0,5.0,6.0,982.0,100.0,2000,2000,179000.0
1026.0,665.0,3.0,No,218.0,LwQ,808.0,,308.0,Unf,1924.0,1691.0,Gd,5000.0,50.0,0.0,0.0,6.0,5.0,1026.0,,1924,1950,127000.0
1301.0,0.0,2.0,No,0.0,Unf,1293.0,,572.0,RFn,2006.0,1301.0,Gd,7200.0,60.0,0.0,121.0,5.0,7.0,1293.0,,2006,2006,187750.0
939.0,858.0,3.0,Av,0.0,Unf,939.0,0.0,639.0,,2006.0,1797.0,Gd,9245.0,79.0,0.0,53.0,5.0,7.0,939.0,144.0,2006,2006,213500.0
784.0,0.0,2.0,No,0.0,Unf,784.0,91.0,360.0,Unf,1950.0,784.0,TA,9000.0,60.0,0.0,0.0,3.0,6.0,784.0,,1928,1950,76000.0
1079.0,874.0,3.0,Av,985.0,GLQ,595.0,0.0,501.0,Fin,1992.0,1953.0,Gd,53107.0,,0.0,231.0,5.0,6.0,1580.0,,1992,1992,240000.0
1269.0,0.0,2.0,No,24.0,GLQ,1232.0,,430.0,Fin,2004.0,1269.0,Gd,3182.0,43.0,16.0,20.0,5.0,8.0,1256.0,146.0,2004,2005,192000.0
658.0,526.0,5.0,No,0.0,Unf,658.0,,0.0,None,,1184.0,TA,8410.0,58.0,0.0,151.0,3.0,5.0,658.0,0.0,1910,1996,81000.0
1125.0,0.0,,Av,631.0,ALQ,410.0,,352.0,Unf,1977.0,1125.0,TA,7200.0,72.0,255.0,0.0,6.0,6.0,1041.0,296.0,1976,1976,125000.0
1479.0,0.0,3.0,No,0.0,Unf,1468.0,,577.0,RFn,1999.0,1479.0,Gd,9382.0,93.0,125.0,25.0,5.0,7.0,1468.0,,1999,2000,191000.0
1742.0,590.0,3.0,Av,1280.0,GLQ,402.0,,846.0,Fin,2008.0,2332.0,Ex,12474.0,96.0,272.0,134.0,5.0,10.0,1682.0,,2007,2008,426000.0
961.0,406.0,4.0,No,241.0,Rec,229.0,,384.0,Unf,1978.0,1367.0,TA,8405.0,50.0,0.0,130.0,8.0,5.0,861.0,,1900,1950,119000.0
804.0,1157.0,3.0,No,690.0,ALQ,114.0,,560.0,Fin,2001.0,1961.0,Gd,12209.0,71.0,0.0,192.0,5.0,6.0,804.0,,2001,2002,215000.0
882.0,0.0,3.0,None,0.0,None,0.0,,294.0,RFn,1959.0,882.0,TA,8339.0,,0.0,0.0,7.0,5.0,0.0,,1959,1959,106500.0
788.0,0.0,2.0,No,266.0,Rec,522.0,,0.0,None,,788.0,TA,7446.0,,0.0,0.0,5.0,4.0,788.0,,1941,1950,100000.0
735.0,299.0,2.0,No,0.0,,735.0,,240.0,Unf,1940.0,1034.0,TA,10134.0,60.0,0.0,39.0,6.0,5.0,735.0,,1940,1950,109000.0
1144.0,,,Av,739.0,BLQ,405.0,,596.0,Unf,1956.0,1144.0,TA,9571.0,68.0,0.0,0.0,6.0,5.0,1144.0,44.0,1956,1956,129000.0
894.0,0.0,2.0,Av,777.0,Rec,117.0,,600.0,RFn,1985.0,894.0,TA,7200.0,60.0,0.0,0.0,5.0,5.0,894.0,,1972,1972,123000.0
876.0,936.0,4.0,No,540.0,ALQ,324.0,,264.0,RFn,1962.0,1812.0,TA,7590.0,69.0,288.0,168.0,5.0,5.0,864.0,,1962,1962,169500.0
1077.0,0.0,2.0,No,0.0,Unf,961.0,,338.0,Unf,1920.0,1077.0,TA,8967.0,60.0,0.0,0.0,2.0,5.0,961.0,,1920,1950,67000.0
1112.0,438.0,2.0,No,812.0,GLQ,280.0,,438.0,Fin,2007.0,1550.0,Gd,8125.0,65.0,100.0,168.0,5.0,7.0,1092.0,,2006,2007,241000.0
1288.0,0.0,1.0,No,786.0,GLQ,474.0,,500.0,Fin,1996.0,1288.0,Ex,14963.0,38.0,0.0,30.0,5.0,8.0,1260.0,,1996,1996,245500.0
1310.0,0.0,3.0,Av,24.0,GLQ,1286.0,,400.0,Fin,2005.0,1310.0,Gd,8767.0,65.0,0.0,0.0,5.0,7.0,1310.0,,2005,2005,164990.0
672.0,0.0,2.0,No,0.0,Unf,672.0,,240.0,Unf,1940.0,672.0,TA,10200.0,60.0,0.0,0.0,8.0,5.0,672.0,,1940,1997,108000.0
1165.0,,4.0,No,0.0,Unf,1141.0,0.0,420.0,Fin,1998.0,2263.0,Gd,12090.0,93.0,650.0,123.0,5.0,8.0,1141.0,144.0,1998,1998,258000.0
806.0,766.0,3.0,No,0.0,Unf,806.0,,373.0,Fin,1995.0,1572.0,TA,10364.0,,0.0,40.0,5.0,6.0,806.0,,1995,1996,168000.0
1620.0,0.0,3.0,No,1116.0,BLQ,165.0,,490.0,Unf,1993.0,1620.0,TA,9991.0,,0.0,78.0,4.0,4.0,1281.0,,1976,1993,150000.0
1166.0,0.0,3.0,No,0.0,Unf,1064.0,,240.0,Unf,1936.0,1639.0,TA,10480.0,51.0,0.0,0.0,5.0,6.0,1064.0,,1936,1950,115000.0
840.0,840.0,,No,0.0,Unf,840.0,,308.0,,1960.0,1680.0,TA,15576.0,63.0,0.0,0.0,7.0,6.0,840.0,0.0,1915,1976,177000.0
1071.0,1101.0,,No,0.0,Unf,1063.0,,947.0,RFn,2006.0,2172.0,Gd,14154.0,109.0,350.0,62.0,5.0,7.0,1063.0,,2006,2006,280000.0
1050.0,1028.0,3.0,No,789.0,GLQ,245.0,,836.0,Fin,2008.0,2078.0,Ex,10800.0,85.0,100.0,102.0,5.0,8.0,1034.0,,2007,2008,339750.0
1276.0,0.0,,No,0.0,Unf,1276.0,,350.0,Unf,1958.0,1276.0,TA,9571.0,68.0,0.0,0.0,3.0,5.0,1276.0,,1958,1958,60000.0
1056.0,0.0,3.0,Mn,1056.0,Rec,0.0,,572.0,Fin,1955.0,1056.0,TA,34650.0,100.0,0.0,0.0,5.0,5.0,1056.0,,1955,1955,145000.0
1478.0,0.0,2.0,Av,578.0,GLQ,892.0,,484.0,Fin,2009.0,1478.0,Gd,4403.0,,432.0,144.0,5.0,7.0,1470.0,,2009,2009,222000.0
1028.0,,2.0,No,0.0,Unf,1008.0,,360.0,Unf,1927.0,1028.0,TA,8960.0,56.0,0.0,0.0,6.0,5.0,1008.0,,1927,1950,115000.0
1080.0,1017.0,3.0,No,50.0,BLQ,499.0,,678.0,,1993.0,2097.0,Gd,11228.0,59.0,0.0,187.0,5.0,7.0,1080.0,,1993,1993,228000.0
1340.0,0.0,3.0,Av,24.0,GLQ,1316.0,,396.0,Fin,2007.0,1340.0,Gd,8899.0,73.0,0.0,30.0,5.0,7.0,1340.0,,2007,2007,181134.0
672.0,728.0,,No,209.0,ALQ,463.0,,440.0,Fin,1978.0,1400.0,TA,7844.0,74.0,203.0,0.0,7.0,6.0,672.0,,1978,1978,149500.0
1370.0,1254.0,4.0,No,1128.0,BLQ,242.0,,864.0,Unf,1918.0,2624.0,TA,22420.0,86.0,0.0,0.0,6.0,6.0,1370.0,,1918,1950,239000.0
756.0,378.0,3.0,No,312.0,ALQ,444.0,,240.0,Unf,1940.0,1134.0,TA,8160.0,60.0,0.0,0.0,6.0,5.0,756.0,,1940,1950,126000.0
1056.0,0.0,3.0,No,775.0,BLQ,281.0,,304.0,Unf,1968.0,1056.0,TA,8450.0,65.0,0.0,85.0,6.0,5.0,1056.0,,1968,1968,142000.0
1344.0,0.0,,Gd,1309.0,GLQ,35.0,,784.0,Fin,1997.0,1344.0,TA,7060.0,78.0,200.0,0.0,5.0,7.0,1344.0,,1997,1998,206300.0
1602.0,0.0,3.0,No,1246.0,ALQ,356.0,0.0,529.0,Fin,1977.0,1602.0,Gd,16635.0,,126.0,0.0,7.0,6.0,1602.0,,1977,2000,215000.0
988.0,0.0,2.0,No,0.0,,988.0,,520.0,RFn,1954.0,988.0,TA,21750.0,100.0,0.0,0.0,5.0,5.0,988.0,,1954,1954,113000.0
1470.0,,4.0,No,986.0,GLQ,484.0,,696.0,,1998.0,2630.0,Gd,9200.0,80.0,473.0,66.0,5.0,8.0,1470.0,,1998,1998,315000.0
1196.0,0.0,2.0,No,616.0,LwQ,580.0,,297.0,RFn,1956.0,1196.0,TA,9000.0,72.0,74.0,44.0,5.0,6.0,1196.0,,1956,1956,139000.0
707.0,682.0,3.0,No,0.0,Unf,651.0,,240.0,Unf,1947.0,1389.0,TA,3378.0,60.0,0.0,0.0,8.0,7.0,651.0,,1946,1992,135000.0
1644.0,0.0,2.0,Gd,1518.0,GLQ,0.0,,569.0,Fin,1989.0,1644.0,Gd,12800.0,,145.0,0.0,5.0,7.0,1518.0,,1989,1989,275000.0
907.0,0.0,3.0,No,288.0,Rec,619.0,,352.0,Unf,1964.0,907.0,TA,8593.0,77.0,0.0,0.0,6.0,4.0,907.0,,1957,1957,109008.0
1208.0,,2.0,No,664.0,GLQ,544.0,,628.0,RFn,2007.0,1208.0,Gd,6762.0,64.0,108.0,54.0,5.0,7.0,1208.0,105.0,2007,2007,195400.0
1412.0,0.0,3.0,Mn,1005.0,GLQ,387.0,,576.0,Unf,1988.0,1412.0,Gd,11457.0,130.0,0.0,0.0,5.0,6.0,1392.0,,1988,1988,175000.0
483.0,504.0,2.0,No,387.0,ALQ,96.0,,264.0,Unf,1971.0,987.0,TA,1680.0,21.0,232.0,0.0,5.0,6.0,483.0,,1971,1971,85400.0
1088.0,110.0,4.0,No,0.0,,901.0,,0.0,,,1198.0,TA,5586.0,60.0,0.0,98.0,7.0,6.0,901.0,,1920,1998,79900.0
765.0,600.0,2.0,No,471.0,ALQ,294.0,,440.0,Unf,1971.0,1365.0,TA,1920.0,24.0,376.0,36.0,5.0,5.0,765.0,,1971,1971,122500.0
926.0,678.0,3.0,No,0.0,Unf,926.0,,470.0,Fin,1997.0,1604.0,TA,10839.0,100.0,0.0,36.0,5.0,6.0,926.0,0.0,1997,1998,181000.0
630.0,0.0,1.0,Av,495.0,ALQ,135.0,,0.0,None,,630.0,TA,1890.0,21.0,0.0,0.0,7.0,4.0,630.0,,1972,1972,81000.0
827.0,834.0,3.0,Av,385.0,GLQ,70.0,,550.0,RFn,1996.0,1661.0,Gd,10667.0,43.0,0.0,61.0,6.0,7.0,799.0,,1996,1996,212000.0
734.0,,2.0,No,0.0,Unf,648.0,,440.0,,1990.0,1118.0,TA,4400.0,40.0,0.0,0.0,8.0,6.0,648.0,,1920,1950,116000.0
904.0,0.0,2.0,No,0.0,Unf,884.0,,180.0,Unf,1926.0,904.0,TA,6000.0,50.0,0.0,0.0,7.0,6.0,884.0,,1926,2004,119000.0
694.0,0.0,,No,365.0,LwQ,75.0,,352.0,Unf,1990.0,694.0,Gd,4280.0,40.0,0.0,0.0,6.0,5.0,440.0,,1913,2002,90350.0
684.0,512.0,3.0,Mn,0.0,Unf,684.0,,528.0,Unf,2005.0,1196.0,Gd,12354.0,67.0,0.0,46.0,8.0,6.0,684.0,,1920,2000,110000.0
2402.0,0.0,2.0,Gd,1767.0,GLQ,788.0,,672.0,Fin,2008.0,2402.0,Ex,15431.0,105.0,200.0,72.0,5.0,10.0,3094.0,,2008,2008,555000.0
1440.0,0.0,4.0,No,133.0,ALQ,1307.0,,0.0,None,,1440.0,Fa,12108.0,92.0,270.0,0.0,4.0,4.0,1440.0,,1955,1955,118000.0
1128.0,445.0,3.0,No,0.0,Unf,1078.0,,360.0,Unf,1930.0,1573.0,TA,6240.0,52.0,0.0,0.0,7.0,5.0,1078.0,,1930,1992,162900.0
1258.0,0.0,2.0,Av,0.0,Unf,1258.0,,648.0,Fin,2007.0,1258.0,Gd,3922.0,53.0,72.0,16.0,5.0,7.0,1258.0,,2006,2007,172500.0
933.0,975.0,4.0,No,642.0,GLQ,273.0,,493.0,Unf,1994.0,1908.0,Gd,8750.0,70.0,0.0,133.0,5.0,7.0,915.0,,1994,1995,210000.0
1689.0,0.0,3.0,No,0.0,Unf,1436.0,0.0,480.0,Unf,1956.0,1689.0,TA,9855.0,73.0,0.0,0.0,5.0,6.0,1436.0,,1956,1956,127500.0
1888.0,0.0,2.0,No,247.0,,557.0,,578.0,Fin,1966.0,1888.0,Gd,16492.0,137.0,0.0,0.0,6.0,6.0,1517.0,,1966,2002,190000.0
956.0,930.0,,No,0.0,Unf,930.0,,431.0,Fin,1998.0,1886.0,Gd,11214.0,,0.0,0.0,5.0,7.0,930.0,,1998,1999,199900.0
780.0,596.0,3.0,No,0.0,Unf,780.0,,198.0,Unf,1937.0,1376.0,TA,8600.0,50.0,0.0,0.0,6.0,6.0,780.0,,1937,1950,119500.0
679.0,504.0,2.0,No,331.0,ALQ,318.0,,308.0,Unf,1981.0,1183.0,TA,6000.0,50.0,0.0,176.0,7.0,3.0,649.0,,1948,2002,120000.0
813.0,0.0,2.0,No,0.0,Unf,813.0,,270.0,Unf,1932.0,813.0,Gd,5684.0,70.0,0.0,113.0,8.0,6.0,813.0,0.0,1930,2005,110000.0
1533.0,0.0,2.0,Gd,655.0,ALQ,878.0,,576.0,Unf,1975.0,1533.0,Gd,70761.0,62.0,0.0,54.0,5.0,7.0,1533.0,,1975,1975,280000.0
888.0,868.0,3.0,No,742.0,ALQ,130.0,,422.0,Fin,1996.0,1756.0,TA,9303.0,,42.0,122.0,5.0,6.0,872.0,,1996,1997,204000.0
786.0,,3.0,No,0.0,Unf,768.0,,676.0,RFn,2008.0,1590.0,Gd,9000.0,75.0,0.0,30.0,5.0,8.0,768.0,0.0,2008,2008,210000.0
